Month,Node,Strain,Score,NumNT,NumAA,NumTopKAA,DiversityScore,Infections,NumRecombsDetectedByMonth,EarliestSampleMonth,RecombEarliestDesc,UShERClusterSize,LogScore,LogSize,AverageCirculatingByLineageFitness,AverageCirculatingBySampleFitness,MaxCirculatingByLineageFitness,StdDevCirculatingLineageFitness,RecombFitnessNormBySampleAvgCirc,RecombFitnessNormalizedByMedian,UpperPercentileFitnessByLineage,DonorStrain,DonorID,DonorFitness,AcceptorStrain,AcceptorID,AcceptorFitness,RecombFitnessNormalizedByMaxParents,RecombFitnessNormalizedByAvgParents,DonorFitnessNormalizedByAverageByLineage,AcceptorFitnessNormalizedByAverageByLineage,ParentsHD
2022-12,node_1849763,BA.5.2.1,0.77253693,72,53,7,121.724,12388536,37,2022-12,USA/OR-OHSU-223610300/2022|EPI_ISL_16684903|2022-12-10,6,2.869704499999999,1.791759469228055,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.962027906437142,0.6995111156879077,18.327750279320902,node_1682884,BQ.1.1,0.77253693,node_1849762,BA.5.2.1,0.6917484,1.0,1.1192684658344472,0.9760963287332192,0.7429334408045516,11
2022-07,node_1365991,BA.2.3,0.7277466,86,66,3,96.9249,17732748,62,2022-08,Vietnam/BMH-310822-sample55/2022|EPI_ISL_15299236|2022-08-17,589,2.7334455533999984,6.3784261836515865,16.86298347826087,13.299237265509571,21.858051448230086,1.5011445858973753,1.1568940468647448,0.915538548800954,13.299237265509571,node_1365990,BA.2.3,0.68235654,node_2065720,BA.5.2,0.75998867,0.9575755912255902,1.0550343874945145,0.876489538417484,1.3166030480945552,33
2022-10,node_1441976,BY.1,0.7369672,90,67,6,110.021,14721332,64,2022-11,Indonesia/SS-NIHRD-W00114/2022|EPI_ISL_16895713|2022-11-30,23,2.9839102599999983,3.1354942159291497,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.2767203793976318,0.9453771036770834,15.481034184671575,node_2205658,BA.2,0.736503,node_1441934,BY.1,0.7366605,1.000416338326814,1.1651534074782455,1.033025965956002,1.1584800987447006,24
2023-01,node_1849072,BA.5.2.1,0.77253693,76,56,6,119.41,17219669,28,2023-01,USA/CO-CDPHE-2103770149/2023|OQ427750.1|2023-01-17,5,2.8788378620999993,1.6094379124341003,26.92397165354331,19.726039233989578,32.951783083175215,2.9623059821741604,0.9020352414149709,0.6665486386113173,19.726039233989578,node_1838936,BF.7.24,0.7323387,node_1638832,BQ.1.1,0.77253693,1.0,1.0578752623143082,0.7437435091319755,0.9616281420428389,22
2022-12,node_1812205,BA.5.2.1,0.7235345,76,56,6,121.724,12388536,37,2022-12,Germany/IMS-10061-CVDP-28E5088C-16B1-4914-98B6-E3919E14B9F5/2022|OY158208.1|2022-12-07,18,2.839317999999999,2.8903717578961645,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.933234919941042,0.6785751179137207,18.327750279320902,node_1922208,BF.13,0.7240064,node_1810477,BF.14,0.73283553,0.9873081617644821,1.03254423572253,0.8923900570746991,0.9152514708216901,15
2023-01,node_1619873,BQ.1.13,0.7725369,84,62,6,119.41,17219669,28,2023-01,Canada/ON-PHL-23-05729/2023|EPI_ISL_17000092|2023-01-16,5,3.0459372599999988,1.6094379124341003,26.92397165354331,19.726039233989578,32.951783083175215,2.9623059821741604,1.066089955837141,0.7877749960032239,19.726039233989578,node_1646567,BQ.1.1.24,0.77253693,node_1619867,BQ.1.13,0.7503222,0.9999999611669049,1.1222313837346751,0.9616197069662602,0.9383270799241564,14
2022-12,node_1820066,BF.7.18,0.7317629,85,57,5,121.724,12388536,37,2023-01,Germany/IMS-10116-CVDP-567D5B81-BAFC-4203-91DC-69FAEB0F9D9D/2023|OY037425.1|2023-01-02,10,2.7828086549999993,2.302585092994046,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.8819608030345756,0.641292608245174,18.327750279320902,node_1666739,BQ.1.1.57,0.77315056,node_1820065,BF.7.18,0.7317628,0.946468822320972,0.9295654450172166,1.0354547808884822,0.8621217862315246,26
2022-12,node_1707712,BQ.1.1,0.7758112,83,64,6,121.724,12388536,37,2023-01,Canada/QC-L00577626001/2023|EPI_ISL_16732199|2023-01-15,5,3.0647908799999986,1.6094379124341003,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,1.169264080671952,0.8501969809106308,18.327750279320902,node_1707711,BQ.1.1,0.7751876,node_1695082,BQ.1.1,0.7758111,1.0000001288973566,1.0047927383025506,1.1581095877469731,1.169264080671952,8
2022-11,node_2205672,BA.2,0.76639265,77,56,4,116.172,12795215,46,2022-12,Peru/LIM-INS-42648/2022|EPI_ISL_17536441|2022-12-08,6,2.803186069999999,1.791759469228055,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.9612676799581775,0.6738608386209178,17.16184208067388,node_1187373,XBB.1,0.75425863,node_2205671,BA.2,0.76639265,1.0,0.8343453751690865,1.4073641593160278,0.8968798829389418,22
2022-05,node_1508600,BA.2.12.1,0.56066924,49,35,2,94.8531,25217142,63,2022-05,Germany/IMS-10594-CVDP-7AF9165B-CBAB-4555-97C6-11F990FAB283/2022|OY140253.1|2022-05-07,1052,1.7838015100000002,6.9584483932976555,14.083182717391304,9.44446484170553,19.857202744879206,1.4058562788428426,0.6302571748398303,0.4238906261755421,9.44446484170553,node_1508599,BA.2.12.1,0.56066924,node_2180664,BA.4,0.6410208,0.8746506197614804,0.8719866489847125,0.6302571748398303,0.8153089369203966,18
2022-10,node_1404814,BN.1,0.7525753,88,64,3,110.021,14721332,64,2022-10,Austria/LB-R00108-S297/2022|EPI_ISL_15602824|2022-10-25,16,2.8876187999999985,2.772588722239781,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.1595165213243999,0.8585907989598913,15.481034184671575,node_1035922,XBB.1,0.75425863,node_1404751,BN.1,0.7525754,0.9977682323634798,0.8840531850693489,1.4636662032159624,1.1595165213243999,34
2021-06,node_908959,B.1.1.529,0.49857458,41,35,2,131.78,19347136,94,2022-01,Philippines/PH-RITM-3349/2022|EPI_ISL_16454618|2022-01-11,9340,1.6607267216000003,9.142061531222888,2.351446842105263,1.9549964640048452,3.1231238503268917,0.3712551456063512,2.692145170216021,2.2294850831471424,1.9549964640048452,node_2864543,B.1.617.2,0.35446438,node_908958,B.1.1.529,0.4985745,1.0000001604574642,1.3366284777571051,1.069825336525835,2.9584371388233444,56
2022-10,node_1999812,BA.5.2,0.7323387,74,54,6,110.021,14721332,64,2023-02,Fujian/FCDC-FZLG00487/2023|EPI_ISL_17489217|2023-02-12,6,2.7802527789999996,1.791759469228055,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.0414740915055694,0.7711835544183867,15.481034184671575,node_1947583,BA.5.2,0.7323387,node_1991916,BA.5.2.49,0.6918211,1.0,1.0161468595761252,1.0478293370112584,1.0020202131610645,12
2022-10,node_1663006,BQ.1.1,0.77253693,75,58,6,110.021,14721332,64,2023-01,Australia/NSW-SAVID-16022/2023|EPI_ISL_16581356|2023-01-09,13,2.946093489999998,2.5649493574615367,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.229340462563371,0.9102935495394361,15.481034184671575,node_1678183,BQ.1.1,0.77253693,node_1377968,BA.2.75,0.70643157,1.0,1.0534815247951683,1.225302382354789,1.1085600226881387,27
2022-07,node_1461211,BA.2,0.779778,75,55,5,96.9249,17732748,62,2022-10,Norway/32113/2022|EPI_ISL_15538632|2022-10-08,47,2.8316576999999983,3.8501476017100584,16.86298347826087,13.299237265509571,21.858051448230086,1.5011445858973753,1.2762818101337994,1.0100191970713492,13.299237265509571,node_1461210,BA.2,0.779778,node_1677274,BQ.1.1,0.77253693,1.0,0.9919500890034993,1.252845939289774,1.3204323421123403,16
2022-12,node_1580441,BA.5.9,0.72395396,76,55,5,121.724,12388536,37,2022-12,Canada/ON-PHL-23-00917/2022|EPI_ISL_16450637|2022-12-24,8,2.8657611444999986,2.0794415416798357,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.9582417583712709,0.6967581262579798,18.327750279320902,node_1580437,BA.5.9,0.7239541,node_1648026,BQ.1.1,0.77253693,0.9371124303403852,0.9692947677193117,0.9320574584804668,1.0451362503558081,22
2020-09,node_526917,B.1.1.529_dropout,0.47831804,29,24,2,89.5443,7941296,32,2020-01,PER/1082/2020|OP131105.1|2020-01-12,8202773,1.1995964660000002,15.919982825799355,1.1955266666666666,1.111573862760532,2.2037504523639346,0.05513451912522346,2.985656216060438,2.8677021960358378,1.111573862760532,node_2954849,AY.43,0.35623193,node_526916,B.1.1.529_dropout,0.3503768,1.3427152361103623,1.551266223285781,2.6580746729576354,1.1912403849521989,39
2022-07,node_1983301,BA.5.2,0.7658153,74,55,8,96.9249,17732748,62,2022-08,Egypt/CPHL-EGY23913/2022|EPI_ISL_18138944|2022-08-01,5,2.8675078999999988,1.6094379124341003,16.86298347826087,13.299237265509571,21.858051448230086,1.5011445858973753,1.3228668199522609,1.0468854705219366,13.299237265509571,node_1580664,BA.5,0.75536406,node_1998952,BA.5.2,0.7036394,1.0138360302712839,1.16747005961174,1.1417919507113778,1.1244191766081535,12
2022-12,node_1944018,BA.5.2,0.6917484,75,54,6,121.724,12388536,37,2023-01,Hebei/SJZ-70/2023|EPI_ISL_17031602|2023-01-03,5,2.8519698588999995,1.6094379124341003,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.9451170837010705,0.6872148939253608,18.327750279320902,node_1983392,BA.5.2,0.69174844,node_1944017,BA.5.2,0.69174844,0.9999999421755111,1.0799945398654502,0.9026711923339386,0.8475544779158699,11
2022-12,node_1814830,BA.5.2.1,0.692388,77,59,6,121.724,12388536,37,2022-12,NewZealand/23ZA0052/2022|EPI_ISL_16952729|2022-12-30,6,2.7255074713999994,1.791759469228055,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.8328440672077111,0.6055787766117015,18.327750279320902,node_1937660,BA.5.2.1,0.69189423,node_1643947,BQ.1.1.72,0.77253693,0.8962522995502623,0.9077079768832504,0.7634094082791573,1.0716390619731466,25
2022-08,node_2205656,BA.2,0.7336276,71,53,5,95.1368,29650733,83,2022-11,Pakistan/NIH-B112-S7/2022|EPI_ISL_15850310|2022-11-05,28,2.678921799999998,3.332204510175204,18.339765584415584,13.919491628499928,23.70943807782571,1.1438011504562444,1.046688809604881,0.792992634320019,13.919491628499928,node_1461187,BA.2,0.7799654,node_2205600,BA.2,0.6872697,0.9405899287327362,1.021579499735596,1.2618972806399775,0.7872605379650041,13
2022-08,node_1589943,BE.10,0.7503221,79,59,6,95.1368,29650733,83,2022-10,Brazil/SP-NVBS25103GENOV158466643337/2022|EPI_ISL_15856091|2022-10-17,42,2.9187753399999985,3.7376696182833684,18.339765584415584,13.919491628499928,23.70943807782571,1.1438011504562444,1.3304073941245151,1.0079435783629793,13.919491628499928,node_1185037,XBB.1.18.1,0.8323338,node_1589855,BE.10,0.7503222,0.901467776509857,0.8658648318587504,1.742606649576814,1.3304073941245151,55
2022-12,node_2033178,BA.5.2.21,0.705684,75,55,5,121.724,12388536,37,2022-12,USA/CA-CDC-STM-MXTKVRS8D/2022|OQ236974.1|2022-12-27,7,2.726973676999999,1.9459101490553132,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.8340660834876138,0.6064673308476272,18.327750279320902,node_1611166,BQ.1,0.7503221,node_2033177,BA.5.2.21,0.705684,0.9405080831285657,0.955476363196318,0.9196313829212781,0.8262330164814343,28
2022-10,node_1609458,BE.1.1.1,0.75518566,75,58,6,110.021,14721332,64,2023-01,Italy/CAL_AOCS_3782458/2023|EPI_ISL_16545703|2023-01-10,7,2.850508529999999,1.9459101490553132,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.117275191414931,0.8273122302382712,15.481034184671575,node_2156342,BA.5.1.10,0.75518566,node_1508915,BA.2.12.1,0.70053333,1.0,1.1889014070537216,1.0886568147073625,0.7908517547773163,18
2022-12,node_1636504,ED.1,0.77253693,83,63,6,121.724,12388536,37,2022-12,Japan/PG-414412/2022|EPI_ISL_16273669|2022-12-09,5,2.9427272679999983,1.6094379124341003,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,1.0349063587982947,0.752502600840931,18.327750279320902,node_1647983,BQ.1.1,0.7728357,node_1636503,ED.1,0.77253693,0.9996134107158869,0.9887335105514907,1.0582574618680622,1.0351405017976982,18
2022-09,node_1377970,BA.2.75,0.7525754,82,64,4,102.288,25713990,75,2022-10,Denmark/DCGC-599495/2022|OY834519.1|2022-10-19,20,3.0156720699999986,2.995732273553991,19.62542208588957,14.427331352903995,25.14255578280895,1.3692233537860727,1.4141768802222272,1.043151851983869,14.427331352903995,node_1377969,BA.2.75,0.70643157,node_1381642,BN.1,0.7525753,1.000000132877069,1.1289938792882264,1.2609964626013095,1.2442020263644493,13
2022-07,node_2065664,BA.5.2,0.74218094,73,54,6,96.9249,17732748,62,2022-07,Scotland/LSPA-3EBC8D7/2022|OX254401.1|2022-07-05,203,2.842747073499999,5.313205979041787,16.86298347826087,13.299237265509571,21.858051448230086,1.5011445858973753,1.2905137415729027,1.0212820105430782,13.299237265509571,node_1962125,BA.5.2,0.69174844,node_1905177,XBM,0.7417586,1.000569376613901,1.0628953736055273,1.0789414141550626,1.3493573133015337,16
2022-12,node_1633278,BQ.1.10.3,0.7599474,81,59,6,121.724,12388536,37,2022-12,Netherlands/NH-AUMC-034710/2022|EPI_ISL_16364063|2022-12-22,7,2.868300859999999,1.9459101490553132,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.9606785128395134,0.698529942673421,18.327750279320902,node_1734384,CQ.1,0.7439171,node_1633276,BQ.1.10.3,0.7599474,1.0,0.9838071826907281,1.0254516195925334,0.9275296754048107,27
2022-11,node_1622301,BQ.1,0.7678979,75,58,9,116.172,12795215,46,2023-01,Italy/SIC-CQRC-3423002330/2023|EPI_ISL_17030120|2023-01-18,5,2.879688919999999,1.6094379124341003,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.0376935234375058,0.7274363244642906,17.16184208067388,node_1332510,BA.2.10.1,0.6120405,node_1622296,BQ.1,0.7503221,1.02342434002677,1.2517369410329615,0.7711929050147565,0.8868128459079218,24
2022-12,node_1658993,BQ.1.1.20,0.77253693,82,61,6,121.724,12388536,37,2022-12,Denmark/DCGC-620336/2022|OY817015.1|2022-12-05,8,2.968165777699998,2.0794415416798357,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,1.0615705449337742,0.7718907022335574,18.327750279320902,node_1348052,BA.2.3,0.5794594,node_1658992,BQ.1.1.20,0.77253693,1.0,1.3954420632559716,0.45989321292383445,1.061589581505942,35
2022-12,node_1394246,BN.1.4.4,0.7525753,94,68,3,121.724,12388536,37,2022-12,Germany/BB-RKI-I-1067066/2022|EPI_ISL_16218788|2022-12-10,11,2.8899204847999984,2.3978952727983707,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.981674163092463,0.713796330098112,18.327750279320902,node_1389214,BN.1.3.6,0.7525754,node_1394213,BN.1.4.4,0.7525753,0.9999998671229486,0.9700140157354709,1.042144931023594,0.9818962625423595,19
2022-11,node_1630804,BQ.1,0.7503221,77,58,6,116.172,12795215,46,2022-11,USA/VA-CDC-LC0940281/2022|OP955169.1|2022-11-21,10,2.8876505834999984,2.302585092994046,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.0459882662471691,0.7332510444038062,17.16184208067388,node_1610064,BQ.1.11,0.74987435,node_1722960,BQ.1.8,0.7503222,0.9999998667239219,1.0335527765738217,0.9728362492589957,1.0512273301831117,14
2022-11,node_1892117,BF.5,0.6920936,76,56,6,116.172,12795215,46,2022-12,Japan/PG-415744/2022|EPI_ISL_16298667|2022-12-03,11,2.7379416094999995,2.3978952727983707,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.9005524900619721,0.6312987202500336,17.16184208067388,node_1884775,BF.5,0.6920936,node_1971013,BA.5.2,0.69174844,1.0,1.065322048912094,0.8545863518180429,0.8360807867840647,16
2022-09,node_1622516,BQ.1,0.7503221,74,57,6,102.288,25713990,75,2022-11,USA/TX-HMH-M-119071/2022|EPI_ISL_16113694|2022-11-29,23,2.796615629999999,3.1354942159291497,19.62542208588957,14.427331352903995,25.14255578280895,1.3692233537860727,1.135974884961405,0.8379392434052798,14.427331352903995,node_2068586,BA.5,0.69174844,node_1609494,BQ.1,0.7503221,1.0,1.1072705186829765,0.8946225171232366,1.1572245532974053,12
2022-12,node_1331681,XBB.2,0.7564397,95,67,10,121.724,12388536,37,2022-12,Germany/NW-RKI-I-1066202/2022|EPI_ISL_16218001|2022-12-15,10,3.052323229099999,2.302585092994046,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,1.1547766043661498,0.8396628262916597,18.327750279320902,node_1046083,XBB.1.16,0.8705821,node_1331680,XBB.2,0.7564397,0.8688895625122548,0.8225044910307832,1.6531754906283829,1.1547766043661498,30
2022-11,node_1707576,BQ.1.1,0.7503221,76,58,6,116.172,12795215,46,2022-12,Brazil/RS-120-66465-315/2022|EPI_ISL_18666139|2022-12-22,6,2.7177432399999986,1.791759469228055,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.8825452685727563,0.6186754295403287,17.16184208067388,node_1389754,BN.1.3,0.7525753,node_1622375,BQ.1,0.7503221,0.9970060138832619,0.8998295474402545,1.0790379470114244,0.8825452685727563,48
2022-11,node_1819221,BF.7.4,0.7323387,73,54,6,116.172,12795215,46,2022-11,Germany/SH-RKI-I-1030242/2022|EPI_ISL_15901411|2022-11-03,12,2.651299193999999,2.4849066497880004,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.8258110855087514,0.57890404746323,17.16184208067388,node_2058595,BA.5.2,0.6917484,node_1819246,BF.7.4,0.7323387,1.0,0.9875707418110096,0.7934054231017491,0.879003550850592,19
2022-09,node_1749362,BA.5.3,0.78294486,74,59,6,102.288,25713990,75,2022-10,Italy/CAM-TIGEM-IZSM-COLLI-39945/2022|EPI_ISL_15720889|2022-10-19,14,2.9285436399999987,2.6390573296152584,19.62542208588957,14.427331352903995,25.14255578280895,1.3692233537860727,1.2961770765615193,0.9561106088099192,14.427331352903995,node_1460960,BA.2,0.7525753,node_1749361,BA.5.3,0.77323145,1.0125620989679092,1.0702125911366345,1.2013517507169549,1.220927873530216,25
2022-10,node_1960218,DB.3,0.77253693,83,56,7,110.021,14721332,64,2022-11,Belgium/Sciensano-LS-S0790-23/2022|EPI_ISL_17367483|2022-11-02,12,2.948470199999999,2.4849066497880004,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.2322657232052558,0.9124596263701594,15.481034184671575,node_1653100,BQ.1.1,0.77253693,node_1960216,BA.5.2.25,0.7225459,1.0,1.121178849849893,1.225302382354789,0.9728584612434209,24
2022-11,node_909418,XBC.1,0.74935,77,59,2,116.172,12795215,46,2022-12,Australia/NSW-ICPMR-40284/2022|EPI_ISL_16448106|2022-12-14,5,2.9880871182999993,1.6094379124341003,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.1565005550663838,0.8107215608627316,17.16184208067388,node_909417,XBC.1,0.74935,node_1376562,BA.2.75,0.6872067,1.0,1.1808383163008147,1.1403303517253658,0.8184484905624196,85
2022-08,node_1882189,BA.5.2.1,0.70819825,74,54,6,95.1368,29650733,83,2022-08,USA/CA-SC-272924/2022|EPI_ISL_15255380|2022-08-15,108,2.764211369999999,4.68213122712422,18.339765584415584,13.919491628499928,23.70943807782571,1.1438011504562444,1.1398779972255026,0.8635946496499769,13.919491628499928,node_2185424,BA.4.6.5,0.70819825,node_1911168,BF.36,0.6917484,1.0,1.1066674362794702,1.0495783600888255,1.0104406842189817,25
2022-11,node_1823156,BF.7,0.7323387,74,54,6,116.172,12795215,46,2022-11,Germany/NW-RKI-I-1090391/2022|EPI_ISL_16598137|2022-11-29,15,2.732843265699999,2.70805020110221,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.8959728480722853,0.62808833311636,17.16184208067388,node_1836963,BF.7,0.7323387,node_1580526,BA.5,0.7192115,1.0,1.0143173728899086,0.896794597932577,0.8698572844453301,22
2022-08,node_2065842,BA.5.2,0.7323387,73,52,6,95.1368,29650733,83,2022-09,France/ARA-GENBIO-14292641890/2022|EPI_ISL_15536529|2022-09-21,69,2.761863199999999,4.23410650459726,18.339765584415584,13.919491628499928,23.70943807782571,1.1438011504562444,1.1372045100384074,0.8615691616273087,13.919491628499928,node_1950083,BA.5.2.20,0.6917484,node_1815508,BF.7,0.7323387,1.0,1.064406024201745,1.0308340859299048,1.1059529749874886,11
2022-11,node_1391764,BN.1.3.1,0.7525753,87,63,3,116.172,12795215,46,2022-11,Italy/CAM-TIGEM-IZSM-COLLI-42205/2022|EPI_ISL_16254852|2022-11-28,5,2.9592664099999992,1.6094379124341003,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.123645122541474,0.7876894858475267,17.16184208067388,node_1188492,XBB.1,0.75425863,node_1391763,BN.1.3.1,0.7525753,0.9977682323634798,0.9283039336991169,1.288240384688202,1.1326157201953768,37
2022-10,node_1707638,BQ.1.1,0.77253693,83,64,6,110.021,14721332,64,2022-10,Canada/QC-L00540091001/2022|EPI_ISL_15617680|2022-10-17,7,2.9509395542999988,1.9459101490553132,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.235312383961877,0.9147155967208012,15.481034184671575,node_1365460,BA.2.3.20,0.74067324,node_1718909,BQ.1.1.1,0.77253693,1.0,1.0489585089994657,1.1199998106837667,1.235312383961877,55
2022-11,node_1617150,BQ.1,0.74984664,83,60,6,116.172,12795215,46,2022-12,USA/NY-PRL-221202_00K17/2022|EPI_ISL_16071270|2022-12-01,7,2.824766443699999,1.9459101490553132,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.9822376518066561,0.6885610549189293,17.16184208067388,node_1619282,BQ.1.6,0.7503221,node_1617148,BQ.1,0.7498466,0.9993663254754191,0.9875440275855429,0.9909170954120633,0.9983362935393936,14
2022-12,node_1614574,BQ.1,0.7503222,78,61,6,121.724,12388536,37,2022-12,USA/CA-CDC-LC0956288/2022|OQ081436.1|2022-12-06,6,2.870746871599999,1.791759469228055,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.9630312198270661,0.7002406463637585,18.327750279320902,node_1619538,BQ.1,0.7503221,node_1613914,BQ.1,0.7503222,1.0,0.9977024536759943,0.9109498888674622,1.0195479590205863,9
2022-11,node_1824674,BF.7.6,0.7323387,74,53,5,116.172,12795215,46,2022-12,Germany/IMS-10122-CVDP-1C6A54B4-7C69-4858-8F2D-058225BD61BA/2022|OY179047.1|2022-12-12,5,2.813188099999999,1.6094379124341003,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.9709305517413875,0.6806346343274412,17.16184208067388,node_2068964,BA.5.1,0.7323387,node_1824673,BF.7.6,0.7323387,1.0,1.0397631719409977,0.9044489636613194,0.9631504627136008,12
2022-12,node_1974498,BA.5.2.34,0.7323387,79,57,6,121.724,12388536,37,2022-12,Greece/49876/2022|EPI_ISL_16538549|2022-12-14,5,2.849435333599999,1.6094379124341003,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,0.9427246936082659,0.6854753357984285,18.327750279320902,node_1974477,BA.5.2.34,0.7323387,node_1823463,BF.7,0.7323387,1.0,1.066147792079812,0.9285677010953751,0.8399013622213053,13
2022-11,node_1699188,DN.2,0.7737472,83,63,6,116.172,12795215,46,2022-11,USA/AZ-CDC-STM-R48JS52KR/2022|OP911005.1|2022-11-11,10,2.910007114999998,2.302585092994046,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.069636294857663,0.7498286124667334,17.16184208067388,node_1546136,BA.2,0.5794594,node_1699187,DN.2,0.7737472,1.0,1.3032187769214882,0.5543625213039851,1.0871673795840262,23
2022-12,node_1313133,XBB.2.6,0.75599444,96,66,10,121.724,12388536,37,2022-12,Peru/ICA-INS-36076/2022|EPI_ISL_16450053|2022-12-07,7,3.1178314399999985,1.9459101490553132,25.13974424778761,18.327750279320902,31.412189659549473,2.413595608180351,1.2329567173440286,0.896509262541413,18.327750279320902,node_2145567,DJ.1.1.1,0.75828624,node_1313132,XBB.2.6,0.75599456,0.9969776584631155,1.144448211776495,1.0311802706417186,1.1234942784672264,53
2022-11,node_1610455,BQ.1.11,0.7503221,79,58,6,116.172,12795215,46,2022-11,USA/CA-HLX-STM-NBSD8KFV8/2022|EPI_ISL_16189291|2022-11-22,11,2.815130997699999,2.3978952727983707,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.9728188042239388,0.6819583232727258,17.16184208067388,node_1593846,BE.1.1,0.69174844,node_1610454,BQ.1.11,0.7503221,1.0,1.1021761618619808,0.792432929817587,0.9728362492589957,11
2022-11,node_1401938,BN.1.9,0.75264394,90,68,3,116.172,12795215,46,2022-11,Japan/Tokyo-Showa-4492/2022|EPI_ISL_16389957|2022-11-14,13,2.8881594200999983,2.5649493574615367,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.046520638794038,0.7336242443130212,17.16184208067388,node_1401815,BN.1.9,0.7525753,node_1401937,BN.1.9,0.75264394,1.0,0.9921429163396343,1.0466416140482295,1.0629750985419735,10
2022-08,node_1938785,BA.5.2,0.6917484,71,53,6,95.1368,29650733,83,2022-11,Peru/LIM-INS-32491/2022|EPI_ISL_15944250|2022-11-12,8,2.6222804999999996,2.0794415416798357,18.339765584415584,13.919491628499928,23.70943807782571,1.1438011504562444,0.9890507509085876,0.7493248740619155,13.919491628499928,node_1189837,XBB.1,0.75425863,node_1938784,BA.5.2,0.69174844,0.917123613156405,0.7620994605637399,1.6415311374856694,0.954063800154012,34
2022-11,node_1311385,XBB,0.74900407,92,66,10,116.172,12795215,46,2022-12,Brazil/RO-FIOCRUZ-ILMD2300166/2022|EPI_ISL_17050836|2022-12-01,5,2.939744059799999,1.6094379124341003,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.1019216653645016,0.7724610667752688,17.16184208067388,node_1035922,XBB.1,0.75425863,node_1311379,XBB,0.74900407,0.9930334771244181,0.9098375170322784,1.3203166898063563,1.1019216653645016,8
2022-11,node_2065832,BA.5.2,0.74232733,81,60,6,116.172,12795215,46,2022-12,USA/MI-UM-7474067/2022|EPI_ISL_17037470|2022-12-08,5,2.839111309999999,1.6094379124341003,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,0.9964292646349673,0.6985095555512247,17.16184208067388,node_1981144,CR.1.1,0.74232733,node_1388821,BN.1.3.6,0.7525753,0.9863827978409603,0.9450767555454983,1.0214364943664116,1.0872372377683468,48
2022-10,node_1310894,XBB.6,0.74900407,92,65,10,110.021,14721332,64,2022-10,USA/NY-PRL-221024_00J06/2022|EPI_ISL_15577663|2022-10-21,9,2.9957077882999985,2.1972245773362196,21.04086282051282,15.481034184671575,27.561521735841218,2.038805325710437,1.2918717226732654,0.9565962658788286,15.481034184671575,node_1188870,FW.3,0.7680033,node_1310893,XBB.6,0.74900407,0.9752615255689656,0.8777969774634103,1.6515418639514723,1.2918989448934524,12
2022-11,node_1734556,BE.4.1.1,0.7439171,78,60,5,116.172,12795215,46,2022-11,Switzerland/BL-ETHZ-38006332/2022|OX383817.1|2022-11-17,7,2.913887139999998,1.9459101490553132,23.480768027210885,17.16184208067388,30.615009710163577,2.422603375272082,1.0737945723161024,0.752743617718428,17.16184208067388,node_2163482,BA.5.1.2,0.69174844,node_1734544,BE.4.1.1,0.7439171,1.0,1.1779151696440566,0.8057212534714991,1.017490807954932,19
